session_id,student_id,tutor_id,subject_id,stamp,duration,status,source_batch_id,ingest_ts
11182,133,1,1,2025-12-26 18:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11183,279,1,1,2025-12-26 16:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11184,356,0,1,2025-12-26 16:00:00,1.0,1,sim_2025-12-27,2025-12-27 00:00:00.166
11185,404,1,1,2025-12-26 18:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11186,595,0,1,2025-12-26 16:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11187,600,1,1,2025-12-26 15:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11188,655,3,1,2025-12-26 13:00:00,1.0,1,sim_2025-12-27,2025-12-27 00:00:00.166
11189,678,3,1,2025-12-26 14:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11190,700,0,1,2025-12-26 14:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11191,766,3,1,2025-12-26 17:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11192,853,0,1,2025-12-26 16:00:00,1.5,0,sim_2025-12-27,2025-12-27 00:00:00.166
11193,872,3,1,2025-12-26 18:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11194,884,1,1,2025-12-26 15:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11195,893,2,1,2025-12-26 14:00:00,2.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11196,903,3,1,2025-12-26 17:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11197,915,0,1,2025-12-26 17:00:00,60.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11198,925,2,1,2025-12-26 14:00:00,60.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11199,926,2,1,2025-12-26 18:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11200,934,4,1,2025-12-26 16:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11201,935,4,1,2025-12-26 18:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
11202,956,0,1,2025-12-26 17:00:00,1.0,0,sim_2025-12-27,2025-12-27 00:00:00.166
