session_id,student_id,tutor_id,subject_id,stamp,duration,status,source_batch_id,ingest_ts
11112,74,2,1,2025-12-22 14:00:00,1.0,2,sim_2025-12-23,2025-12-23 00:00:00.393
11113,177,1,1,2025-12-22 15:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11114,456,2,1,2026-01-10 15:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11115,478,0,1,2025-12-22 14:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11116,582,3,1,2025-12-22 16:00:00,1.5,0,sim_2025-12-23,2025-12-23 00:00:00.393
11117,658,0,1,2025-12-22 14:00:00,2.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11118,826,3,1,2025-12-22 12:00:00,1.0,2,sim_2025-12-23,2025-12-23 00:00:00.393
11119,835,2,1,2025-12-22 17:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11120,878,1,1,2025-12-28 18:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11121,879,2,1,2025-12-22 13:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11122,888,1,1,2025-12-22 17:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11123,889,2,1,2025-12-22 13:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11124,897,3,1,2025-12-22 15:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11125,908,3,1,2025-12-22 17:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11126,938,1,1,2025-12-22 13:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
11127,939,4,1,2025-12-22 19:00:00,1.0,0,sim_2025-12-23,2025-12-23 00:00:00.393
