session_id,student_id,tutor_id,subject_id,stamp,duration,status
54,0,0,4,2021-09-09 18:00:00,1.0,0
4220,1,0,1,2024-01-14 17:00:00,1.0,0
9606,2,1,2,2025-09-22 16:00:00,1.0,0
485,3,0,1,2021-12-29 18:00:00,1.5,0
486,4,0,1,2021-12-29 17:00:00,1.0,0
5389,5,0,3,2024-09-03 18:00:00,1.0,0
3287,6,0,1,2023-09-25 18:00:00,1.0,0
502,7,0,1,2022-01-01 17:00:00,1.0,0
9443,8,0,2,2025-09-06 18:00:00,1.0,0
2079,9,0,1,2023-01-18 14:00:00,1.0,0
4356,10,0,1,2024-02-01 18:00:00,1.0,0
5412,11,0,2,2024-09-07 18:00:00,1.0,0
33,12,0,3,2021-09-02 16:00:00,1.0,0
506,13,0,1,2022-01-02 13:00:00,1.0,0
5487,14,0,2,2024-09-21 17:00:00,1.0,0
42,15,0,2,2021-09-05 13:00:00,1.0,0
493,16,0,1,2021-12-30 14:00:00,1.0,0
559,17,0,1,2022-01-14 17:00:00,1.0,0
4276,18,0,1,2024-01-21 18:00:00,1.0,0
5400,19,0,3,2024-09-05 17:00:00,1.0,0
487,20,0,1,2021-12-29 16:00:00,1.0,2
21,21,0,1,2021-08-24 17:00:00,1.0,0
488,22,0,1,2021-12-29 18:00:00,1.0,0
500,23,0,1,2021-12-31 15:00:00,1.0,0
87,24,0,2,2021-09-20 13:00:00,1.0,0
1435,25,0,2,2022-09-26 15:00:00,1.0,0
233,26,0,1,2021-11-03 15:00:00,1.0,2
65,27,0,2,2021-09-12 15:00:00,1.0,0
5441,28,0,2,2024-09-13 17:00:00,1.0,0
532,29,0,1,2022-01-08 14:00:00,1.0,0
1531,30,0,5,2022-10-17 17:00:00,1.0,0
586,31,0,1,2022-01-22 17:00:00,1.0,1
549,32,0,1,2022-01-12 13:00:00,1.0,0
3561,33,0,4,2023-10-31 16:00:00,1.0,0
615,34,0,1,2022-01-31 14:00:00,1.0,0
534,35,0,1,2022-01-08 15:00:00,2.0,0
128,36,0,4,2021-10-04 16:00:00,1.0,0
3179,37,0,2,2023-09-08 13:00:00,1.0,0
578,38,0,1,2022-01-20 16:00:00,1.0,0
5406,39,0,2,2024-09-06 13:00:00,1.0,0
1353,40,0,2,2022-09-04 13:00:00,1.0,0
595,41,0,1,2022-01-25 15:00:00,1.0,0
4171,42,0,1,2024-01-08 15:00:00,1.0,0
610,43,0,1,2022-01-30 16:00:00,1.0,0
1652,44,0,2,2022-11-08 18:00:00,1.0,0
674,45,0,1,2022-02-17 15:00:00,1.0,0
459,46,0,1,2021-12-23 13:00:00,1.0,1
657,47,0,1,2022-02-13 15:00:00,1.0,0
711,48,0,1,2022-02-27 13:00:00,1.0,0
866,49,1,1,2022-04-04 18:00:00,1.5,1
2120,50,0,1,2023-01-25 18:00:00,1.0,0
697,51,0,1,2022-02-23 17:00:00,1.0,0
1366,52,0,2,2022-09-07 15:00:00,1.0,0
10522,53,4,2,2025-11-20 15:00:00,1.0,0
5756,54,0,2,2024-10-26 13:00:00,1.0,0
857,55,1,1,2022-04-01 13:00:00,1.0,0
739,56,0,1,2022-03-06 14:00:00,1.0,0
2160,57,0,1,2023-02-01 17:00:00,1.0,0
5739,58,0,2,2024-10-24 15:00:00,1.5,0
4744,59,0,1,2024-04-01 15:00:00,1.0,0
1367,60,0,2,2022-09-07 15:00:00,1.0,0
10311,61,3,2,2025-11-09 17:00:00,1.0,0
10330,62,0,2,2025-11-10 17:00:00,1.0,0
4550,63,0,1,2024-02-29 16:00:00,1.0,0
3342,64,0,2,2023-10-03 18:00:00,1.0,0
3707,65,0,2,2023-11-16 17:00:00,2.0,0
812,66,0,1,2022-03-23 15:00:00,1.0,1
817,67,0,1,2022-03-24 17:00:00,2.0,0
9741,68,0,4,2025-10-03 13:00:00,1.5,0
591,69,0,1,2022-01-23 14:00:00,1.0,2
10140,70,0,6,2025-10-31 15:00:00,1.0,0
838,71,0,1,2022-03-29 18:00:00,1.0,0
851,72,0,1,2022-03-31 15:00:00,1.0,2
1727,73,1,2,2022-11-19 18:00:00,1.0,0
11233,74,2,1,2025-12-29 14:00:00,1.0,0
870,75,1,1,2022-04-05 17:00:00,1.0,0
5716,76,0,4,2024-10-21 17:00:00,1.0,0
893,77,1,1,2022-04-10 15:00:00,1.0,0
10141,78,1,2,2025-10-31 15:00:00,1.0,0
5678,79,1,2,2024-10-17 14:00:00,1.0,0
2188,80,1,1,2023-02-06 17:00:00,1.0,0
975,81,0,1,2022-04-28 14:00:00,1.0,0
466,82,1,1,2021-12-24 18:00:00,1.0,0
541,83,1,2,2022-01-09 13:00:00,1.0,0
1436,84,0,2,2022-09-26 15:00:00,1.0,0
1720,85,1,2,2022-11-18 15:00:00,2.0,0
5690,86,1,3,2024-10-18 16:00:00,1.0,0
10387,87,1,1,2025-11-13 17:00:00,1.0,0
2329,88,1,1,2023-03-03 15:00:00,1.0,0
3413,89,0,2,2023-10-13 16:00:00,1.0,0
3486,90,0,2,2023-10-22 15:00:00,1.0,0
1500,91,1,2,2022-10-10 17:00:00,1.0,0
9444,92,0,6,2025-09-06 17:00:00,1.0,0
5650,93,0,3,2024-10-13 16:00:00,1.0,0
1621,94,0,2,2022-11-02 15:00:00,1.0,0
3207,95,0,2,2023-09-12 16:00:00,1.0,0
4683,96,0,1,2024-03-22 17:00:00,1.5,0
2313,97,1,1,2023-02-28 16:00:00,1.0,0
1784,98,0,2,2022-11-28 13:00:00,1.5,0
855,99,0,2,2022-03-31 14:00:00,1.0,2
3562,100,0,3,2023-10-31 17:00:00,1.0,0
6802,101,0,1,2025-01-25 15:00:00,1.0,0
1128,102,1,4,2022-06-01 16:00:00,1.0,0
1375,103,1,2,2022-09-09 15:00:00,1.0,0
1486,104,1,6,2022-10-07 16:00:00,1.0,0
1251,105,0,1,2022-07-10 13:00:00,1.0,0
987,106,1,1,2022-05-01 16:00:00,1.0,0
837,107,0,5,2022-03-28 13:00:00,1.0,0
2048,108,0,1,2023-01-12 13:00:00,1.5,1
1294,109,0,1,2022-08-03 14:00:00,1.0,0
10230,110,4,4,2025-11-05 18:00:00,1.0,0
4660,111,1,1,2024-03-18 13:00:00,1.0,0
1566,112,0,2,2022-10-24 15:00:00,1.0,0
10231,113,4,1,2025-11-05 13:00:00,1.0,0
11148,114,4,1,2025-12-24 19:00:00,1.0,0
5489,115,0,2,2024-09-21 15:00:00,1.0,0
1220,116,1,1,2022-06-25 16:00:00,1.0,0
1371,117,0,1,2022-09-08 15:00:00,1.0,0
1422,118,0,3,2022-09-21 15:00:00,1.0,0
1201,119,0,1,2022-06-19 18:00:00,1.0,0
5442,120,1,2,2024-09-13 16:00:00,1.0,0
1163,121,0,4,2022-06-08 18:00:00,1.0,0
5633,122,0,2,2024-10-11 17:00:00,1.0,0
1449,123,0,1,2022-09-28 16:00:00,1.0,0
10036,124,1,2,2025-10-24 16:00:00,1.0,0
9599,125,1,2,2025-09-21 18:00:00,1.0,0
1489,126,1,1,2022-10-08 18:00:00,1.0,0
2251,127,1,1,2023-02-17 18:00:00,1.0,2
1501,128,0,1,2022-10-10 16:00:00,1.0,0
5589,129,0,2,2024-10-06 13:00:00,1.0,0
1561,130,0,1,2022-10-23 15:00:00,1.0,0
5804,131,0,3,2024-11-01 16:00:00,1.0,0
1634,132,0,3,2022-11-05 18:00:00,1.0,0
11182,133,1,1,2025-12-26 18:00:00,1.0,0
2409,134,1,1,2023-03-19 18:00:00,1.0,0
