session_id,student_id,tutor_id,subject_id,stamp,duration,status,source_batch_id,ingest_ts
11203,200,0.0,1,2025-12-27 13:00:00,1.5,0,sim_2025-12-28,2025-12-28 00:00:00.484
11204,327,0.0,1,2025-12-27 16:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11205,512,4.0,1,2025-12-27 15:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11206,572,0.0,1,2025-12-27 19:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11207,694,,1,2025-12-27 15:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11208,702,2.0,1,2025-12-27 13:00:00,2.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11209,817,3.0,1,2025-12-27 18:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11210,865,1.0,1,2025-12-27 16:00:00,2.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11211,876,3.0,1,2025-12-27 16:00:00,1.0,1,sim_2025-12-28,2025-12-28 00:00:00.484
11212,881,4.0,1,2025-12-27 14:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11213,885,3.0,1,2025-12-27 14:00:00,1.0,1,sim_2025-12-28,2025-12-28 00:00:00.484
11214,904,3.0,1,2025-12-27 14:00:00,1.5,1,sim_2025-12-28,2025-12-28 00:00:00.484
11215,913,4.0,1,2025-12-27 16:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11216,916,2.0,1,2025-12-27 14:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.484
11215,913,4.0,1,2025-12-27 16:00:00,1.0,0,sim_2025-12-28,2025-12-28 00:00:00.346
