session_id,student_id,tutor_id,subject_id,stamp,duration,status
0,0,0,4,2021-08-25 14:00:00,1.0,0
1,1,0,5,2021-08-28 15:00:00,1.0,0
2,2,0,6,2021-08-24 14:00:00,1.0,0
3,3,0,4,2021-08-25 17:00:00,1.0,0
4,4,0,2,2021-08-29 13:00:00,1.0,0
5,5,0,5,2021-08-29 17:00:00,1.0,0
6,6,0,1,2021-08-27 18:00:00,1.0,0
7,7,0,1,2021-08-24 18:00:00,1.0,0
8,8,0,4,2021-08-28 14:00:00,1.0,0
9,9,0,2,2021-08-24 18:00:00,1.0,0
10,10,0,2,2021-08-26 17:00:00,1.0,0
11,11,0,2,2021-08-26 14:00:00,1.0,0
12,12,0,3,2021-08-28 16:00:00,1.0,0
13,13,0,2,2021-08-28 15:00:00,1.0,0
14,14,0,2,2021-08-25 16:00:00,1.0,0
15,15,0,2,2021-08-28 14:00:00,1.0,0
16,16,0,2,2021-08-28 13:00:00,1.0,0
17,17,0,2,2021-08-27 16:00:00,1.0,0
18,18,0,1,2021-08-27 17:00:00,2.0,0
19,19,0,2,2021-08-25 16:00:00,1.0,0
20,20,0,2,2021-08-25 16:00:00,1.0,0
21,21,0,3,2021-08-25 14:00:00,1.0,0
22,22,0,1,2021-08-27 16:00:00,1.0,0
23,23,0,4,2021-08-24 15:00:00,1.0,0
24,24,0,1,2021-08-26 17:00:00,1.0,0
25,25,0,4,2021-08-29 18:00:00,2.0,0
26,26,0,2,2021-08-27 15:00:00,1.0,0
27,27,0,3,2021-08-24 13:00:00,1.0,0
28,7,0,1,2021-08-31 18:00:00,1.0,2
29,2,0,1,2021-09-02 15:00:00,1.0,0
30,24,0,1,2021-09-02 17:00:00,1.0,2
31,28,0,1,2021-09-02 16:00:00,1.0,0
32,6,0,1,2021-09-03 18:00:00,1.0,0
33,18,0,1,2021-09-03 17:00:00,2.0,0
34,22,0,1,2021-09-03 16:00:00,1.0,0
35,27,0,2,2021-09-03 17:00:00,1.0,0
36,17,0,3,2021-09-04 16:00:00,1.0,0
37,29,0,1,2021-09-05 13:00:00,1.0,0
38,26,0,4,2021-09-06 17:00:00,1.0,0
39,30,0,2,2021-09-06 13:00:00,1.0,0
40,7,0,1,2021-09-07 18:00:00,1.0,2
41,15,0,4,2021-09-07 16:00:00,1.0,0
42,31,0,1,2021-09-08 15:00:00,1.0,0
43,2,0,1,2021-09-09 15:00:00,1.0,0
44,11,0,2,2021-09-09 17:00:00,1.0,0
45,14,0,2,2021-09-09 13:00:00,1.0,0
46,24,0,1,2021-09-09 17:00:00,1.0,0
47,28,0,1,2021-09-09 16:00:00,1.0,0
48,32,0,2,2021-09-09 13:00:00,1.0,0
49,5,0,2,2021-09-10 18:00:00,1.0,0
50,6,0,1,2021-09-10 18:00:00,1.0,0
51,13,0,6,2021-09-10 16:00:00,1.0,0
52,18,0,1,2021-09-10 17:00:00,2.0,0
53,22,0,1,2021-09-10 16:00:00,1.0,0
54,33,0,4,2021-09-10 14:00:00,1.0,0
55,3,0,1,2021-09-11 17:00:00,1.0,0
56,25,0,2,2021-09-12 17:00:00,2.0,0
57,29,0,1,2021-09-12 13:00:00,1.0,0
58,34,0,2,2021-09-13 14:00:00,2.0,0
59,7,0,1,2021-09-14 18:00:00,1.0,0
60,17,0,2,2021-09-15 15:00:00,1.0,0
61,31,0,1,2021-09-15 15:00:00,1.0,0
62,2,0,1,2021-09-16 15:00:00,1.0,0
63,24,0,1,2021-09-16 17:00:00,1.0,0
64,28,0,1,2021-09-16 16:00:00,1.0,0
65,6,0,1,2021-09-17 19:00:00,1.0,0
66,18,0,1,2021-09-17 18:00:00,2.0,0
67,19,0,4,2021-09-17 17:00:00,1.0,0
68,22,0,1,2021-09-17 16:00:00,1.0,0
69,35,0,1,2021-09-17 16:00:00,1.0,0
70,3,0,1,2021-09-18 17:00:00,1.0,0
71,23,0,2,2021-09-19 18:00:00,1.0,0
72,29,0,1,2021-09-19 13:00:00,1.0,0
73,26,0,2,2021-09-20 13:00:00,1.0,0
74,7,0,1,2021-09-21 18:00:00,1.0,1
75,16,0,2,2021-09-22 15:00:00,1.0,0
76,31,0,1,2021-09-22 16:00:00,1.0,0
77,36,0,3,2021-09-22 13:00:00,1.5,0
78,2,0,1,2021-09-23 15:00:00,1.0,0
79,17,0,2,2021-09-23 14:00:00,1.0,0
80,24,0,1,2021-09-23 17:00:00,1.0,0
81,28,0,1,2021-09-23 15:00:00,1.0,2
82,6,0,1,2021-09-24 18:00:00,1.0,1
83,8,0,4,2021-09-24 16:00:00,1.0,0
84,9,0,1,2021-09-24 14:00:00,1.0,0
85,18,0,1,2021-09-24 17:00:00,2.0,1
86,22,0,1,2021-09-24 15:00:00,1.0,0
87,34,0,4,2021-09-24 13:00:00,2.0,0
88,35,0,1,2021-09-24 16:00:00,1.0,0
89,3,0,1,2021-09-25 16:00:00,1.0,0
90,29,0,1,2021-09-26 13:00:00,1.0,0
91,37,0,1,2021-09-26 13:00:00,1.0,0
92,4,0,2,2021-09-27 18:00:00,1.0,0
93,21,0,4,2021-09-27 13:00:00,1.0,0
94,7,0,1,2021-09-28 19:00:00,1.0,0
95,38,0,2,2021-09-28 18:00:00,1.0,0
96,5,0,1,2021-09-29 14:00:00,1.0,0
97,31,0,1,2021-09-29 15:00:00,1.0,2
98,2,0,1,2021-09-30 15:00:00,1.0,0
99,24,0,1,2021-09-30 17:00:00,1.0,0
100,28,0,1,2021-09-30 16:00:00,1.0,0
101,6,0,1,2021-10-01 18:00:00,1.0,0
102,9,0,1,2021-10-01 14:00:00,1.0,1
103,18,0,1,2021-10-01 17:00:00,2.0,2
104,22,0,1,2021-10-01 16:00:00,1.0,0
105,35,0,1,2021-10-01 16:00:00,1.0,0
106,3,0,1,2021-10-02 17:00:00,1.0,0
107,29,0,1,2021-10-03 13:00:00,1.0,0
108,37,0,1,2021-10-03 13:00:00,1.0,0
109,7,0,1,2021-10-05 18:00:00,1.0,0
110,39,0,2,2021-10-05 17:00:00,1.0,0
111,5,0,1,2021-10-06 14:00:00,1.0,0
112,31,0,1,2021-10-06 15:00:00,1.0,2
113,2,0,1,2021-10-07 15:00:00,1.0,0
114,24,0,1,2021-10-07 16:00:00,1.0,0
115,28,0,1,2021-10-07 15:00:00,1.0,0
116,6,0,1,2021-10-08 18:00:00,1.0,0
117,9,0,1,2021-10-08 14:00:00,1.0,2
118,18,0,1,2021-10-08 17:00:00,2.0,2
119,22,0,1,2021-10-08 16:00:00,1.0,0
120,35,0,1,2021-10-08 16:00:00,1.0,0
121,40,0,2,2021-10-08 18:00:00,1.0,0
122,3,0,1,2021-10-09 17:00:00,1.0,0
123,29,0,1,2021-10-10 13:00:00,1.0,0
124,37,0,1,2021-10-10 14:00:00,1.0,0
125,41,0,2,2021-10-11 15:00:00,1.0,0
126,7,0,1,2021-10-12 18:00:00,1.0,0
127,5,0,1,2021-10-13 14:00:00,1.0,0
128,31,0,1,2021-10-13 15:00:00,1.0,0
129,42,0,6,2021-10-13 13:00:00,1.0,0
130,2,0,1,2021-10-14 15:00:00,1.0,0
131,24,0,1,2021-10-14 17:00:00,1.0,2
132,28,0,1,2021-10-14 16:00:00,1.0,0
133,43,0,1,2021-10-14 17:00:00,1.0,0
134,6,0,1,2021-10-15 19:00:00,1.0,0
135,9,0,1,2021-10-15 15:00:00,1.0,0
136,18,0,1,2021-10-15 17:00:00,2.0,2
137,22,0,1,2021-10-15 15:00:00,1.0,0
138,35,0,1,2021-10-15 16:00:00,1.0,0
139,44,0,5,2021-10-15 13:00:00,2.0,0
140,3,0,1,2021-10-16 17:00:00,1.0,0
141,29,0,1,2021-10-17 13:00:00,1.0,0
142,37,0,1,2021-10-17 13:00:00,1.0,0
143,45,0,3,2021-10-17 17:00:00,1.0,0
144,7,0,1,2021-10-19 18:00:00,1.0,0
145,46,0,2,2021-10-19 18:00:00,1.0,0
146,5,0,1,2021-10-20 14:00:00,1.0,0
147,31,0,1,2021-10-20 15:00:00,1.0,2
148,2,0,1,2021-10-21 15:00:00,1.0,0
149,24,0,1,2021-10-21 17:00:00,1.0,0
150,28,0,1,2021-10-21 16:00:00,1.0,2
151,43,0,1,2021-10-21 17:00:00,1.0,0
152,47,0,5,2021-10-21 16:00:00,1.0,0
153,6,0,1,2021-10-22 17:00:00,1.0,0
154,9,0,1,2021-10-22 14:00:00,1.0,2
155,18,0,1,2021-10-22 17:00:00,2.0,0
156,22,0,1,2021-10-22 16:00:00,1.0,0
157,35,0,1,2021-10-22 16:00:00,1.0,0
158,48,0,2,2021-10-22 18:00:00,1.0,0
159,3,0,1,2021-10-23 17:00:00,1.0,0
160,29,0,1,2021-10-24 13:00:00,1.0,0
161,37,0,1,2021-10-24 13:00:00,1.0,0
162,49,0,1,2021-10-24 18:00:00,1.0,0
163,50,0,6,2021-10-25 17:00:00,1.5,0
164,7,0,1,2021-10-26 18:00:00,1.0,0
165,5,0,1,2021-10-27 14:00:00,1.0,1
166,31,0,1,2021-10-27 15:00:00,1.0,0
167,51,0,2,2021-10-27 17:00:00,1.0,0
168,2,0,1,2021-10-28 15:00:00,1.0,1
169,24,0,1,2021-10-28 17:00:00,1.0,0
170,28,0,1,2021-10-28 16:00:00,1.0,0
