session_id,student_id,tutor_id,subject_id,stamp,duration,status
0,0,0,4,2021-08-28 16:00:00,1.0,0
1,1,0,5,2021-08-26 16:00:00,1.0,0
2,2,0,4,2021-08-25 17:00:00,1.0,0
3,3,0,1,2021-08-25 18:00:00,1.5,0
4,4,0,1,2021-08-25 17:00:00,1.0,0
5,5,0,2,2021-08-28 18:00:00,1.0,0
6,6,0,5,2021-08-27 14:00:00,1.0,0
7,7,0,1,2021-08-28 17:00:00,1.0,0
8,8,0,2,2021-08-25 17:00:00,1.0,0
9,9,0,2,2021-08-28 16:00:00,1.0,0
10,10,0,6,2021-08-27 16:00:00,1.0,0
11,11,0,4,2021-08-29 18:00:00,1.0,0
12,12,0,2,2021-08-24 17:00:00,1.0,0
13,13,0,1,2021-08-29 13:00:00,1.0,0
14,14,0,2,2021-08-26 17:00:00,1.0,0
15,15,0,2,2021-08-26 17:00:00,1.0,0
16,16,0,1,2021-08-26 14:00:00,1.0,0
17,17,0,2,2021-08-25 13:00:00,1.0,0
18,18,0,2,2021-08-25 18:00:00,1.0,0
19,19,0,2,2021-08-29 17:00:00,1.0,0
20,20,0,1,2021-08-25 17:00:00,1.0,0
21,21,0,1,2021-08-24 17:00:00,1.0,0
22,22,0,1,2021-08-25 18:00:00,1.0,0
23,23,0,1,2021-08-27 15:00:00,1.0,0
24,24,0,2,2021-08-25 15:00:00,1.0,0
25,25,0,6,2021-08-24 18:00:00,1.0,0
26,26,0,1,2021-08-25 15:00:00,1.0,0
27,27,0,2,2021-08-27 16:00:00,1.0,0
28,3,0,1,2021-09-01 18:00:00,1.5,0
29,4,0,1,2021-09-01 17:00:00,1.0,0
30,20,0,1,2021-09-01 18:00:00,1.0,0
31,22,0,1,2021-09-01 18:00:00,1.0,0
32,26,0,1,2021-09-01 15:00:00,1.0,1
33,12,0,3,2021-09-02 16:00:00,1.0,0
34,16,0,1,2021-09-02 14:00:00,1.0,0
35,23,0,1,2021-09-03 15:00:00,1.0,0
36,28,0,2,2021-09-03 18:00:00,1.0,0
37,7,0,1,2021-09-04 17:00:00,1.0,0
38,29,0,1,2021-09-04 14:00:00,1.0,0
39,2,0,2,2021-09-05 13:00:00,1.0,0
40,10,0,2,2021-09-05 18:00:00,1.0,0
41,13,0,1,2021-09-05 13:00:00,1.0,0
42,15,0,2,2021-09-05 13:00:00,1.0,0
43,1,0,2,2021-09-06 16:00:00,1.0,0
44,30,0,2,2021-09-06 14:00:00,1.0,0
45,24,0,2,2021-09-07 18:00:00,1.0,0
46,31,0,2,2021-09-07 16:00:00,1.0,0
47,3,0,1,2021-09-08 18:00:00,1.5,0
48,4,0,1,2021-09-08 17:00:00,1.0,0
49,8,0,2,2021-09-08 14:00:00,1.0,0
50,20,0,1,2021-09-08 16:00:00,1.0,0
51,22,0,1,2021-09-08 18:00:00,1.0,0
52,26,0,1,2021-09-08 15:00:00,1.0,0
53,32,0,1,2021-09-08 13:00:00,1.0,0
54,0,0,4,2021-09-09 18:00:00,1.0,0
55,16,0,1,2021-09-09 14:00:00,1.0,1
56,33,0,2,2021-09-09 13:00:00,1.0,0
57,17,0,1,2021-09-10 17:00:00,1.0,0
58,23,0,1,2021-09-10 15:00:00,1.0,0
59,34,0,2,2021-09-10 14:00:00,1.0,0
60,7,0,1,2021-09-11 17:00:00,1.0,0
61,29,0,1,2021-09-11 13:00:00,1.0,0
62,35,0,1,2021-09-11 15:00:00,2.0,0
63,13,0,1,2021-09-12 13:00:00,1.0,0
64,25,0,5,2021-09-12 14:00:00,1.0,0
65,27,0,2,2021-09-12 15:00:00,1.0,0
66,36,0,2,2021-09-13 14:00:00,1.0,0
67,3,0,1,2021-09-15 18:00:00,1.5,0
68,4,0,1,2021-09-15 16:00:00,1.0,0
69,10,0,2,2021-09-15 14:00:00,1.0,0
70,19,0,4,2021-09-15 18:00:00,1.0,0
71,20,0,1,2021-09-15 18:00:00,1.0,1
72,22,0,1,2021-09-15 18:00:00,1.0,0
73,26,0,1,2021-09-15 15:00:00,1.0,0
74,32,0,1,2021-09-15 13:00:00,1.0,0
75,37,0,2,2021-09-15 15:00:00,1.0,0
76,16,0,1,2021-09-16 14:00:00,1.0,0
77,38,0,1,2021-09-16 15:00:00,1.0,0
78,17,0,1,2021-09-17 17:00:00,1.0,0
79,23,0,1,2021-09-17 15:00:00,1.0,0
80,7,0,1,2021-09-18 17:00:00,1.0,0
81,29,0,1,2021-09-18 14:00:00,1.0,0
82,31,0,1,2021-09-18 17:00:00,1.0,0
83,35,0,1,2021-09-18 15:00:00,2.0,0
84,39,0,3,2021-09-18 16:00:00,1.0,0
85,13,0,1,2021-09-19 13:00:00,1.0,0
86,40,0,3,2021-09-19 16:00:00,1.0,0
87,24,0,2,2021-09-20 13:00:00,1.0,0
88,41,0,1,2021-09-21 16:00:00,1.0,0
89,3,0,1,2021-09-22 17:00:00,1.5,0
90,4,0,1,2021-09-22 18:00:00,1.0,0
91,20,0,1,2021-09-22 17:00:00,1.0,0
92,22,0,1,2021-09-22 18:00:00,1.0,0
93,26,0,1,2021-09-22 15:00:00,1.0,0
94,32,0,1,2021-09-22 13:00:00,1.0,0
95,42,0,6,2021-09-22 13:00:00,1.0,0
96,16,0,1,2021-09-23 14:00:00,1.0,0
97,38,0,1,2021-09-23 15:00:00,1.0,0
98,17,0,1,2021-09-24 17:00:00,1.0,0
99,23,0,1,2021-09-24 16:00:00,1.0,0
100,5,0,3,2021-09-25 17:00:00,1.0,0
101,7,0,1,2021-09-25 17:00:00,1.0,2
102,29,0,1,2021-09-25 14:00:00,1.0,0
103,31,0,1,2021-09-25 17:00:00,1.0,0
104,35,0,1,2021-09-25 15:00:00,2.0,2
105,11,0,2,2021-09-26 14:00:00,1.0,0
106,13,0,1,2021-09-26 13:00:00,1.0,0
107,43,0,1,2021-09-26 16:00:00,1.0,0
108,34,0,1,2021-09-27 14:00:00,1.0,0
109,44,0,3,2021-09-27 18:00:00,1.0,0
110,41,0,1,2021-09-28 17:00:00,1.0,0
