session_id,student_id,tutor_id,subject_id,stamp,duration,status,source_batch_id,ingest_ts
11233,74,2.0,1,2026-01-01 14:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11234,456,2.0,1,2025-12-29 15:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11235,478,0.0,1,2025-12-29 14:00:00,1.0,1,sim_2025-12-30,2025-12-30 00:00:00.320
11236,582,3.0,1,2025-12-29 15:00:00,1.5,0,sim_2025-12-30,2025-12-30 00:00:00.320
11237,658,0.0,1,2025-12-29 14:00:00,2.0,1,sim_2025-12-30,2025-12-30 00:00:00.320
11238,826,3.0,1,2025-12-29 13:00:00,1.0,2,sim_2025-12-30,2025-12-30 00:00:00.320
11239,835,2.0,1,2025-12-29 16:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11240,878,1.0,1,2026-01-06 18:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11241,879,2.0,1,2025-12-29 13:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11242,888,1.0,1,2025-12-29 17:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11243,889,2.0,1,2025-12-29 13:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11244,897,3.0,1,2025-12-29 15:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11245,908,,1,2025-12-29 17:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11246,938,1.0,1,2025-12-29 13:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
11247,939,4.0,1,2025-12-29 17:00:00,1.0,1,sim_2025-12-30,2025-12-30 00:00:00.320
11248,973,2.0,5,2025-12-29 13:00:00,1.0,0,sim_2025-12-30,2025-12-30 00:00:00.320
