session_id,student_id,tutor_id,subject_id,stamp,duration,status,source_batch_id,ingest_ts
11217,267,2.0,1,2025-12-28 14:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11218,313,4.0,1,2025-12-28 15:00:00,1.0,2,sim_2025-12-29,2025-12-29 00:00:00.429
11219,396,1.0,1,2025-12-28 18:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11220,398,4.0,1,2025-12-28 16:00:00,1.0,1,sim_2025-12-29,2025-12-29 00:00:00.429
11221,429,0.0,1,2025-12-28 14:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11222,615,3.0,1,2025-12-28 16:00:00,1.0,1,sim_2025-12-29,2025-12-29 00:00:00.429
11223,673,3.0,1,2025-12-28 16:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11224,786,1.0,1,2025-12-28 14:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11225,839,1.0,1,2025-12-28 14:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11226,846,0.0,1,2025-12-28 15:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11227,866,0.0,1,2025-12-28 15:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11228,886,0.0,1,2025-12-28 13:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11229,887,3.0,1,2025-12-28 13:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11230,906,1.0,1,2025-12-28 14:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11231,937,4.0,1,2025-12-28 13:00:00,2.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11232,949,,1,2025-12-28 17:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.429
11217,267,2.0,1,2025-12-28 14:00:00,1.0,0,sim_2025-12-29,2025-12-29 00:00:00.205
11218,313,4.0,1,2025-12-28 15:00:00,1.5,2,sim_2025-12-29,2025-12-29 00:00:00.201
